Title,Year,Abstract
Study Development Urban Farming Agrotourism Sanur Tourism Area Denpasar City Bali,2018,"This study aims to study the development of urban farming agrotourism planning in Sanur
Tourism area. The approach used the Participatory Rural Appraisal (PRA), which is an …"
difficulty writing descriptive text junior high schoolers,2022,"When the pandemic still exists in Indonesia, all schools require hybrid learning for students
who attend school and online learning for those who do not. It forced educational institutes, …"
reliability using aerial photography red green blue band detecting available soil water agricultural land,2020,"The need for irrigation water is influenced by soil water content or more precisely by
available water (pF 2.5 and pF 4.2). There is a need for technological breakthroughs in using …"
optical property doped phosphate glass hypersensitive transition,2016,"The lasing transition 4F3/2®4I11/2 for Nd3+ doped phosphate glass centered around 1.05
– 1.07mm is referred as hypersensitive transition. The radiative properties such as effective …"
soil characteristic reclamation land natural soil without top soil,2020,"Generally, Nickel mining was conducted by the open-pit mining method which caused change
of soil physical, chemical and biological properties. Reclamation land often experienced …"
influence brand image promotional mix toward user repurchase intention telecommunication provider case study smartfren user,2014,"… kembali oleh pengguna Smartfren di Universitas Brawijaya.Analisis data pada penelitian ini
… kembali pengguna Smartfren di Universitas Brawijaya.Dengan mempertahankan salah satu …"
exploration herpetofauna habitat tourism attraction ecology preference potential,2018,"Herpetofauna (Class: Reptilia, Amphibia) has potential value as tourist attraction and its
sustainability could be preserved by ecotourism program. We propose a new fauna-based …"
quality assessment mangrove growing environment pasuruan east java,2017,"The occurrence of pollution in mangrove land is due to changes in physical, chemical and
biological properties of water because of the increasing human activities that produce …"
poverty tourism strategy opportunity karimunjawa island central java,2017,"This article analyzes the strategies of Pro-Poor Tourism (PPT), ie the strategies to increase
the benefits for poor people from tourism development. It explained the view that tourism, on a …"
estimation size underground economy tax potential loss indonesia,2019,"Produk Domestik Bruto (PDB) merupakan ukuran yang masih dianggap paling tepat untuk
memproyeksikan performa ekonomi di suatu negara. Namun GDP mempunyai kelemahan …"
adsorption lead copper using water hyacinth compost eichornia crassipes,2014,"Adsorption ofheavy metals Pb and Custudies have been carried out usinga compost of
plant water hyacinth (Eichornia crassipes). First steps of the compostingis fermenting fresh …"
based difference compliment response used 8 th semester student english department program faculty cultural study universitas brawijaya,2015,"… semester 8 Fakultas Ilmu Budaya Universitas Brawijaya? (2) … Inggris di Fakultas Ilmu Budaya
Universitas Brawijaya. Penulis … mahasiswa Fakultas Ilmu Budaya Universitas Brawijaya. …"
Plant Natural Dye Jonegoroan Batik Processing Jono Cultural Tourism Village Bojonegoro East Java,2015,"Batik Jonegoroan is one of the potential tourism product in Jono Village, Bojonegoro. Batik
was processed by traditional procedure using natural dyes from plants. In order to preserve …"
climate variability community perception land management strategy lay gayint woreda northwest ethiopia,2018,"Climate variability is the fluctuation of climate elements from the normal values making the
agrarian communities of Ethiopia the most sensitive social groups to its hazards. The …"
potential wild vegetation specie eleusine indica sonchus arvensis phytoremediation soil,2017,"Phytoremediation has been intensively studied due its costs effectiveness and environmentally
sound. Studies of heavy metal pollution phytoremediation has been done in develop …"
Floating Market Lok Baitan South Kalimantan,2016,"Tourism plays an important role in the development of local economic. Tourism has been
reported contributes significantly in the local development. Floating market in South …"
mda histologic profile pancreatic model administered extract glycine max merr,2016,"Diabetes Mellitus is characterized by leveling up glucose in human blood and affects
increasing of free radicals in body as well as leading to cellular oxidative stress. Experimentally, …"
knowledge action perception attitude management talangagung landfill toward program community perspective,2018,"This study aimed to determine the knowledge, action, perception, and attitude of landfill
managers and community to Talangagung landfill program as an edu-tourism destination in …"
effect soil tillage system weeding time growth weed yield soybean glycine max merril,2018,"The growth and yield of soybeans can decrease due to competition from weeds. Various
efforts have been made to control the growth of weeds such as land preparation and weeding …"
effect organic fertilizer residual cowpea soybean acid soil,2017,"The expansion of planting areas on acid soils is one of the strategies to achieve Indonesian
self-sufficiency program on food. Acidic soil has low pH that causes contents of Al, Fe, and …"
environmental damage assessment due traditional mining local scale wungkal hill,2020,"Environmental damage due to mining activities has now become an international issue as
its regional and global assessments are widely reported from various mining commodities. …"
tourism impact conservation utilization borobudur temple declared ten new bali tourist destination indonesia,2020,"Borobudur as a world heritage site is one of 10 New Bali Tourist Destination or 10 Priority
Tourist Destination in Indonesia. The problem arises as government’s aim to attract tourists as …"
study brown seaweed therapy sargassum sp toward mda level histological improvement rat foot suffering rheumatoid arthritis,2013,"Rheumatoid arthritis (AR), an autoimun disease, is characterized by the inflammation in the
joint area caused an excessive of free radicals. An excessive of free radicals in the body …"
influence brand awareness brand image purchase decision study aqua consumer administrative science faculty brawijaya university class,2013,"This research aims:(1) To examine the partial influence of Brand Awareness on Purchase
Decision.(2) To examine the partial influence of Brand Image on Purchase Decision.(3) To …"
conservation production impact soil water conservation practice different biophysical setting review,2019,"In Ethiopia, the increase in land degradation mainly in the form of soil erosion necessitates
implementation of soil and water conservation (SWC) practices. So far impact evaluation …"
application wood vinegar coconut shell npk fertilizer maintain sustainable agriculture upland rice production,2018,"Objective of this study was to know the effect of NPK fertilizer and wood vinegar coconut shell
on upland rice yield and, pest and disease intensity. Inpago Unsoed 1 was a main object …"
student perception use english subtitled video vocabulary learning english language education program batch universitas brawijaya,2019,"… persepti pelajar dalam penggunaan video bersubtitle bahasa Inggris untuk belajar kosakata
di Program Studi Pendidkan Bahasa Inggris angkatan 2017 Universitas Brawijaya. Studi ini …"
correlation learning strategy receptive vocabulary size english department student universitas brawijaya,2017,"Penelitian ini bertujuan untuk mengetahui hubungan dari strategi pembelajaran self-regulation
dan jumlah kosakata reseptiv dari mahasiswa jurusan Bahasa Inggris di Univerxitas …"
treatment compost source organic material bacterial consortium removal sulfate heavy metal lead pb acid mine drainage,2021,"Article history: Received 25 June 2021 Accepted 22 July 2021 Published 1 October 2021
Acid mine drainage can pollute the environment because it is acidic and contains toxic heavy …"
feedback used lecturer student preference feedback analysis english course anthropology study program universitas brawijaya,2019,"Penelitian ini dilakukan berdasarkan masalah yang dialamai oleh kebanyakan mahasiswa
jurusan non-Bahasa Inggris dalam mengembangkan keterampilan berbicara Bahasa Inggris…"
Challenge Developing Tourism Event Bromo Tengger Semeru National Park,2018,"Tourism in Bromo Tengger Semeru National Park has been considered important for national
earning and local community development. As a conservation area, the development of …"
Optimization 5G NR Network Based Performance 4G LTE Network Area Universitas Brawijaya Malang,2022,"… condition of the 4G LTE network in the Universitas Brawijaya Malang area is said to be good
… using NR technology in the area of Universitas Brawijaya, Malang, the results obtained are …"
word association response relationship lexical storage case study word association test japanese study program student university,2011,"Penyimpanan kata membahas mengenai bagaimana suatu kata disimpan di dalam otak.
Ada beberapa penelitian mengenai penyimpanan kata pada penutur asli dan pembelajar …"
phytoextraction promote sustainable development,2013,"Mining makes a positive contribution to the economy of Indonesia. Significant earnings accrue
through the export of tin, coal, copper, nickel and gold. Of these commodities, gold carries …"
Evaluating Environmental Service Trisula Waterfall Tourism Attraction Bromo Tengger Semeru National Park,2017,"Tourism activity in Trisula waterfall (locally called Coban Trisula) is growing significantly.
The environmental management is important to perform the sustainable use of waterfall as …"
association effectiveness immunogenicity inactivated vaccine coronavac presence hypertension among health care,2022,"Objective This study aimed to observe the association between the presence of hypertension
with Covid-19 vaccine effectiveness among healthcare workers who received CoronaVac …"
application perennial legume green manure improve growth yield organic lowland rice,2016,"A pot experiment in green house was done to study the effect of the dosage and speciesof
perennial legume green manures to the physiological traits, growth and yield of organic …"
influence system quality information quality service quality user satisfaction grab application transportation survey university brawijaya,2019,"… Teknik pengambilan sampel pada penelitian ini menggunakan purposive sampling berjumlah
100 responden dari mahasiswa Universitas Brawijaya dengan menentukan beberapa …"
potential bacteria rhizosphere rubber plant improving soil aggregate,2018,"This study aimed to examine the effect of bacteria found in the rhizosphere of rubber plants
in producing exopolysaccharides to improve aggregate stability of sandy soils. Samples of …"
relationship land degradation biophysical social factor lekso watershed east java indonesia,2018,"Degraded lands are getting extensive worldwide. Even its existence has projected as a
solution to fulfill agricultural land scarcity to meet the global demands of food and other …"
improving accuracy reliability land cover simulation integration markov cellular automaton model case,2019,"Land use/land cover (LULC) is one of the important variables affecting human life and the
physical environment. Modelling of change in LULC is an important tool for environmental …"
effect organic matter application methane emission paddy field adopting organic farming system,2015,"A study that was aimed to determine the effect of the use of organic manure and azolla on
methane emission on paddy field of organic systems was conducted on paddy fields in the …"
effect land use organic matter nitrogen carbon labile fraction typic hapludult,2017,"A study that was aimed to determine the effect of organic matter from groundnut and maize
biomass on the availability of N and C labile fraction was conducted in laboratory and …"
relationship soil morphology variability upland degradation bogowonto watershed central java indonesia,2020,"Land-use change and lack of conservation in Bogowonto Watershed area have caused land
degradation due to erosion and landslides. The rate of land degradation can be measured …"
global prevalence potential influencing factor vaccination hesitancy,2022,"Countries worldwide have deployed mass COVID-19 vaccination drives, but there are
people who are hesitant to receive the vaccine. Studies assessing the factors associated with …"
influence profitability capital structure firm value study manufacturing industry listed indonesia stock exchange period,2014,"Penelitian ini berusaha memberikan pengaruh pada nilai perusahaan dengan profitabilitas
dan modal yang digunakan struktur sebagai variabel. Analisis ditandai pada semua 505 …"
mitigation land degradation juana watershed central java,2014,"Land degradation became more and more widespread, especially in areas with a dense
population and dependence on agriculture is high enough. Land degradation can be …"
effectiveness organic waste forage increase soil fertility status crop yield dry land,2014,"The main purpose of this study was to elucidate the effects of application of organic wastes
and rotation of cropping system on soil fertility status and yields of dry field rice, maize, …"
effect arbuscular mycorrhizal fungi potential three wild plant specie phytoextraction mercury gold mine tailing,2016,"A study that was aimed to explore the effects of arbuscular mycorrhizal (AM) fungi inoculation
on the potential of wild plant species (Paspalum conjugatum, Cyperus kyllingia, and …"
lead chromium removal leachate using horsetail equisetum hyemale,2014,"Phytoremediation has been widely used for wastewater treatment technology. Horsetail was
investigated for its capacity to remediate lead and chromium in leachate. This plant seemed …"
assessing effect learning service quality customer retention customer satisfaction mediation variable culinary study program,2023,"This quantitative study explores the relationship between online learning service quality,
customer satisfaction, and customer retention in the Culinary Study Program during the Covid-…"
influence financial ratio towards stock price empirical study listed company indonesia stock exchange lq45,2012,"Semakin terbukanya perekonomian dunia termasuk perekonomian Indonesia membuat
pertumbuhan investasi di Indonesia telah mencapai kemajuan yang pesat. Kemajuan ini …"
review occurrence structural control baryte resource nigeria,2018,"Baryte occurrences in Nigeria are spread across the Cretaceous Benue Trough which
comprises of carbonaceous shales, limestone, siltstones, sandstones as well as in the …"
hydroseeding application using pioneer local plant seed coal postmining soil tanah laut regency south kalimantan,2018,"The research aimed to determine pioneer local plant seeds germination and growth on coal
postmining soil, and to determine optimal mulch for producing great productivity. The …"
phytoremediation pb contaminated paddy field using combination agrobacterium sp i3 compost ramie boehmeria nivea,2018,"Industry sector exerts a negative effect on the environment. Industrial waste is often
disposed to the rivers. The industry contributes to the accumulation of heavy metals in the …"
effect liming manure npk fertilizer application growth yield performance soybean swamp land,2016,"Increased productivity and the expansion of planting area to potential land are two strategies
to increase soybean production. Swamp land is one of potential land. Acidic soil, poor …"
Study Reading Strategy Used 11th Grade Student High School Brawijaya Smart School Universitas Brawijaya Malang,2014,"… This study is aimed at finding out the kinds of reading strategies, the most frequently used
reading strategy, and the significant difference of reading strategy between science and social …"
analysis language function utterance produced carl russell movie,2013,"Dalam Kehidupan Sehari-hari, People Berinteraksi Satu Sama Lain Dengan Menggunakan
Bahasa. Melalui Bahasa, Orang Berbagi Informasi, Ide, Atau Perasaan Satu Sama Lain. …"
potential arachis pintoi biomass improve quality soil continuously used cassava cropping,2014,"A field experiment that was aimed to elucidate the effects of application of Arachis pintoi
biomass and animal dung on quality of soil continuously used for cassava cropping was …"
utilization biochar trichoderma harzianum promote growth shallot remediate soil,2021,"Article history: Received 2 January 2021 Accepted 3 March 2021 Published 1 April 2021
This study aimed to determine the effect of biochar and Trichoderma harzianum toward lead …"
price perception effect coupon proneness sale proneness consumer impulse buying,2018,"The purpose of this research is to find out the consumer's price perception by considering two
factors that are Coupon Proneness and Sale Proneness in order to know its influences on …"
regional economics tourism influence regional revenue malang raya,2018,"This paper aims to analyze the influence of tourism sector to regional revenue of Malang Raya.
In this case, tourism sector used the number of tourist arrival, hotel’s room occupancy rate…"
study register used prostitute community book surabaya double cover sex city,2012,"Sebagai homo socius, manusia menggunakan bahasa untuk berinteraksi (Ilmiyati, 2011,
para.7). Ada dua tipe utama variasi dalam bahasa. Pertama berdasarkan pengguna bahasa, …"
extent exchange psychological safety able influence counterproductive work behavior evidence hospitality industry,2020,"Counterproductive work behavior (CWB) is a form of behavioral and unethical deviation that
can threaten the existence of companies including the hotel industries that uphold the …"
prediction heavy metal lead pb zinc zn content soil using nirs technology plsr regression method,2018,"The case of soil contamination by heavy metals in environment shows an increasing amount
along with the constructions and development period that has been done. The identification …"
temperature effect crystalinity cellulose nanocrystal oil palm empty fruit bunch opefb using method,2017,"Production of cellulose nanocrystals (CNCs) from cellulose of oil palm empty fruit bunches (OPEFB)
have been done. The delignification of OPEFB was mixed with 17, 5% NaOH and …"
waste management shrimp farm starting point develop integrated farming system case study kuwaru coast bantul yogyakarta indonesia,2015,"Intensive waste management is a solution to maintain an area of ecological harmony but
still can produce economic benefits that are beneficial to social welfare. So in this research, …"
impact maize conservation agricultural system nitrogen loss surface runoff soil erosion dryland,2019,"Nutrient loss in dry land through surface runoff and soil erosion is thought to dominate the
watershed eutrophication. Conservation agriculture is expected to be able to reduce the …"
physicochemical property white sorghum sorghum bicolor flour various particle size soaking seed dehulling,2021,"Sorghum seeds have good nutrition for human health. Therefore, preparation for food
needs to be done by various methods. This study aimed to investigate the physicochemical …"
Interpretation of Sustainability Factor Wonorejo Mangrove Ecotourism Surabaya Indonesia,2018,"Mangrove Ecotourism Wonorejo Forest (EHMW) is designed by the Surabaya City’s government
to have some aspects of nature and education to conservation that may help to save the …"
water harvesting technology arid area,2019,"With the increases in world population, the demand for natural resource like water also
increases. Groundwater and surface resources have been used are being utilized quicker than …"
improvement sweet potato yield using mixture ground fish bone plant residue,2017,"The Indonesian government begins to promote food diversification program. The government
expects the Indonesian people can consume food crops other than rice, such as wheat, …"
nitrogen phosphorus fertilization groundnut saline soil,2018,"Groundnut cultivation on saline soil facing complex problems associated with high electrical
conductivity (EC), toxic effects of Na cation, imbalance nutrients, and N and P deficiency. …"
effect amelioration growth yield two groundnut variety saline soil,2016,"Productivity of agricultural land in coastal area is limited by salinity. Planting tolerant variety
combined with amelioration is an effective management to increase productivity of salt …"
Role Volunteer Management Ecotourism Clungup Mangrove Conservation Tambakrejo Village Sumbermanjing Wetan,2018,"Clungup Mangrove Conservation (CMC) is the coastal area with the most complete
ecosystem in Malang District. Since 2014, this place started to be known as the area of the …"
effect synthesis temperature particle bi4ti3o12 obtained molten nacl salt method,2021,"Three-layer Aurivillius compound bismuth titanate (Bi4Ti3O12) is well known for having
interesting properties such as ferroelectric and photocatalyst. Many researchers reported that the …"
implementation improve public service development website ub ac id brawijaya university,2013,"… Pemerintah Elektronik di Universitas Brawijaya yang dapat … layanan publik di Universitas
Brawijaya. Berdasarkan hasil … dan kurangnya otoritas dari Universitas Brawijaya dan PPTI. …"
ict usage yogyakarta tourist village development,2020,"Developmental gap between tourist villages occurs due to differences in tourist attractions,
existing facilities, and also the use of Information, Communication, and Technology (ICT). …"
improving service quality public housing case study rusunawa implementation program kudu central java indonesia,2013,"Perkembangan perumahan dan pemukiman masih dihadapi dengan tiga masalah utama
adalah persediaan rumah yang terbatas, meningkatkan jumlah rumah tangga rumah yang …"
sustainability family business millennials intention stay family business result stewardship climate mediated successor trust,2021,"This research studies the influence of stewardship on the intention to stay in the family
business. Successor’s trust and socioemotional wealth are also studied as mediator. The …"
determinant financing decision micro enterprise malang city moderated islamic financial literacy,2024,"Purpose This study aims to analyze the Determinants of Financing Decisions in Micro
Enterprises in Malang City Moderated by Sharia Financial Literacy Design/methodology/approach …"
analysis factor contributing dispersal casuarina junghuhniana miq volcanic mountain,2020,"Casuarina junghuhniana or mountain ru, she oak or cemara is a species from Indonesia
which grows in the highland area at an altitude between 2000-3000 m above sea level (asl). …"
preparation characterization methacrylatoethyl trimethylammonium dimethacrylate monolith,2015,"A polymer monolithic column, poly-(methacrylatoethyltrimethylammonium chloride-covinylbenzyl
chloride-co-ethylene dimethacrylate) or poly-(MATE-co-VBC-co-EDMA) was …"
checklist flora along tourist trail mt lamongan east java indonesia misconception restoration ecotourism program mountain region,2018,"The aim of this research was to evaluate the diversity of plant species along the tourist trails
to Mt. Lamongan and combat any misconceptions about ecosystem restoration and the …"
yield jatropha curcas accession west nusa tenggara five year production cycle degraded agricultural land,2014,"Competition between food crops and bioenergy crops in using agricultural lands should be
avoided. Bioenergy crops such as Jatropha, should be grown on underutilized or degraded …"
developing marine sport tourism waterfront case manado waterfront indonesia,2016,"There are many marine-based sports that have become universally popular as tourist
attraction on waterfronts. This study aimed to examine the existence of marine and coastal-based …"
action plan developing sea turtle conservation ecotourism attraction sukamade meru betiri national park,2016,"Sukamade Coastal Area located in Meru Betiri National Park has particular object as
ecotourism attraction, ie Sea Turtle. On the other hand, national park management use the cross …"
contribution organic acid heterotrophic co2 flux tropical peat trenching study,2021,"Quantification of CO2 flux from peat has been studied with various methods of measurement
and data analysis. Several studies have applied regression analysis to assess carbon flux …"
Soil Property Agricultural Area Karst Terrain Parakan Pangandaran West Java Indonesia,2021,"Article history: Received 29 February 2021 Accepted 23 March 2021 Published 1 April 2021
Karst terrain in the mountainous of Pangandaran associates with terra rossa, a clayed soil …"
analysis coastal vulnerability rangsang island due climate change,2019,"Rangsang Island is home to more than 48,000 residents. Climate change has been a critical
issue to the Island and threatened the existence of the inhabitants. This study is proposed to …"
natural cultural resource ecotourism development trenggalek regency east java,2015,"Ecotourism is all of the activities that is responsible for maintaining the conservation and
environmental education. This activities also involves the local communities to get some benefit. …"
acid mine drainage amd impact tailing ecosystem change modada sedimentation area timika,2020,"Tailings are the parent material residues resulted from a separation process of valuable
minerals containing copper, gold and silver. This separation process is carried out mechanically …"
effect planting hole size manure vegetative growth golden teak tectona grandis l,2018,"Cultivation of the golden teak (Tectona grandis L.) requires the planting hole size and
appropriate use of manure. The size of planting hole provides plant growth, so that the plant can …"
spatial distribution soil morphology physicochemical property assess land degradation different ndvi tri north halmahera indonesia,2021,"Land degradation is currently a major environmental problem that can lead to decreasing
biomass productivity. The causes of land degradation have been widely reported. However, …"
effect experiential learning attitude intention experimental design,2019,"In this study, we examined the effect of an entrepreneurship program based on experiential
learning on attitudes and intentions. We used a quasi-experimental design. Data were …"
utilization locally available organic matter improve chemical property pyroclastic material mt kelud east java,2017,"Pandansari village, Ngantang District was severely affected by Mt. Kelud eruption in 2014.
Almost all soil surfaces were covered by the eruption product, leading to serious problems for …"
growth survivorship vetiveria zizanioides degraded soil peruvian amazon,2021,"In the Peruvian Amazon, large area of primary forest have been deforested by Artisanal and
small-scale gold mining (ASGM). Vetiveria zizanioides (Poaceae) is considered an excellent …"
tourism development strategy balusu north toraja regency based tourist perception,2014,"Buntula’bi Balusu Sub-village located in North Toraja Regency. It is uniquely endowed with
diverse cultural heritages, both physical (tangible) and non-physical (intangible) cultures, …"
change soil physical chemical property andisols affected drying rewetting process,2015,"Soils from a toposequence in northern slope of Mt. Kawi, Malang were sampled to study the
effect of amorphous content on the irreversible drying properties of the soils. Water, clay, …"
spatial dynamic land cover change along wallacea corridor key biodiversity area island maluku indonesia,2020,"Land cover change is an urgent global issue that needs to be addressed immediately. Its
dynamics are of the greatest importance to Key Biodiversity Areas (KBAs) along the Wallacea …"
study main character internal external conflict extremely loud incredibly close movie,2013,"Tiga sistem kepribadian yang harmonis menurut Freud merupakan kebutuhan penting yang
harus dicapai oleh manusia dalam kehidupannya. Ketiga sistem harus terorganisasi …"
resource boti village timor island ecotourism development,2017,"The aim of the paper is to describe the natural and cultural resources of Boti community for
tourism development in Boti Village in Timor Island, Indonesia. Boti has been known as the …"
analyzing mediation effect competitive advantage firm performance measured total quality management supply chain management,2022,"The objective of this research is to examine 4 (four) variables, respectively total quality
management, supply chain management, competitive advantage, and firm performance. The …"
impact economic growth environment evidence environmental kuznet curve analysis 7 asean country,2017,"Degradasi lingkungan adalah salah satu isu yang timbul akibat meningkatnya pertumbuhan
ekonomi suatu negara. Tidak terkecuali kawasan ASEAN. Sebagai 'pasar ekonomi baru', …"
phytoremediation soil using terrestrial kale ipomoea reptans poir corncob biochar,2020,"This study aimed to examine the potential of terrestrial kale (Ipomoea reptans Poir) combined
with corncob biochar for phytoremediation of cadmium-contaminated soil. The experiment …"
influence hedonic product brand satisfaction brand love brand loyalty study starbucks consumer malang,2017,"Penelitian ini bertujuan untuk menguji pengaruh hedonic product, self-expressive brand,
dan satisfaction pada brand love dan brand loyalty terhadap Starbucks dari perspektif …"
effect net profit margin npm return asset roa earning per share eps stock price real estate property company,2014,"Penelitian ini bertujuan untuk menguji pengaruh Return on Assets (ROA), Net Profit Margin (NPM)
dan Earning Per Share (EPS) dari harga perusahaan dalam Real Estate dan Properti …"
groundwater aquifer study coal mining area case north samarinda indonesia,2018,"One of the sectors supporting the economy of Indonesia is the mining industry. In East
Kalimantan, coal mining activity has been done widely. Coal-mining open-pit activities play a …"
future direction au agromining solve artisanal small scale gold mining problem,2021,"Indonesia is one of the countries with the largest Au deposited. Gold mining has been the
backbone of Indonesia’s economy. However, Indonesia also faces huge problems of Artisanal …"
phytobioremediation soil using combination ipomoea reptans poir trichoderma sp effect spinach growth yield,2018,"This research aimed to study the potential role of Ipomoea reptans and Trichoderma sp. on
the absorption of cadmium from cadmium-contaminated soil and its effect on and growth rate …"
implementation decentralized water resource management based integrated water resource management indonesia case study cisadane river,2017,"Saat ini, banyak negara di dunia menerapkan sistem desentralisasi untuk pengelolaan
sumber daya air-nya. Hal ini diyakini bahwa desentralisasi dapat meningkatkan kesejahteraan …"
speaking strategy used indonesian efl learner english debate case study indonesian university student debater brawijaya,2016,"… Formasi adalah klub Inggris yang merujuk pada salah satu program ekstrakurikuler yang
dipegang oleh Universitas Brawijaya yang menyediakan aktivitas debat ini. Tim debat Formasi …"
carbon storage energy production eucalyptus urophylla developed dryland ecosystem east nusa tenggara,2021,"The development of Eucalyptus urophylla in dryland ecosystems plays an important contribution
to support climate change mitigation and renewable energy diversification. However, …"
teaching strategy overcoming student problem speaking class,2017,"… Subjek penelitian ini adalah seorang dosen dan 31 mahasiswa di kelas E guided speaking,
Fakultas Ilmu Budaya, Universitas Brawijaya. Subjek penelitian ini ditentukan berdasarkan …"
weed community monoculture intercropping cultivation technique,2017,"Monoculture and intercropping systems are techniques of controlling weeds in technical
culture (ecology). Change in cropping system from monoculture to intercropping may affect the …"
effect brand awareness brand association perceived quality corporate reputation customer satisfaction case student university,2015,"… pengguna sepatu Converse di universitas brawijaya. Jenis penelitian ini adalah explanatory
research. Penelitian ini mengambil lokasi di Universitas Brawijaya Malang. Kuesioner ini …"
seasonal variation semen quality pasundan bull native tropical environment,2021,"Keberhasilan inseminasi buatan sangat tergantung pada kualitas semen, yang sangat erat
kaitannya dengan faktor lingkungan. Namun, informasi mengenai pengaruh musiman …"
effect mulching amelioration growth yield groundnut saline soil,2017,"Agricultural lands affected by salt facing complex problems associated with soil salinity and
the toxicity effects of Na cation. Soil amelioration and mulching is an alternative to alleviate …"
prediction soil organic carbon loss due erosion girindulu watershed,2015,"This research aimed to predict soil loss and soil organic carbon loss due to the erosion in
the Girindulu watershed. The population of the research was all landforms in the Girindulu …"
environmental stewardship gold mining tropical region,2013,"Mining has gained strong popularity in recent years due to the increase in global demand for
metals and other industrial raw material derived from the ground. However, information and …"
development spectrophotometric method determination chromium specie using hypochlorite agent based formation cr vi,2015,"Research of speciation analysis Cr (III) and Cr (VI) using hypochlorite and peroxide oxidants
with Visible Spectrophotometry has been proposed. This research was carried to obtain …"
potential intercropping food crop energy crop improve productivity degraded agriculture land arid tropic,2014,"Degraded agricultural lands in the arid tropics have low soil organic carbon (SOC) and hence
low productivity. Poor farmers that their livelihoods depend highly on these types of lands …"
invasive plant specie along hiking track mount panderman nature tourism batu east java,2018,"Indonesia has the highest biodiversity that places ecotourism as a sustainable development
sector. The negative impact of ecotourism is the vulnerability to invasive plant species …"
kalilo river pollution due limited land settlement human behavior along kalilo riverbank,2014,"Kalilo River is one of the sights that is always visible to the people who come cross to
Banyuwangi. However, there are many trash and animal (human) defecation in the Kalilo river that …"
study figure speech hyperbole found game throne,2018,"The purpose of this study is to understand the hyperbole employed in Game of Thrones and
what it really means. It is an interesting subject because not until recently a study of figure of …"
case study student difficulty writing descriptive text student smp brawijaya smart school bs malang,2017,"Menulis adalah salah satu cara manusia berkomunikasi dalam bentuk tulisan untuk
menyampaikan pesan. Teks deskriptif menjadi salah satu topik pembelajaran untuk siswa kelas 7 …"
improvement several indicator physical biological property soil adding crop biomass residue yield upland rice,2019,"Returning and addition of organic material to soil is a key to protecting the soil, plants, and
the environment. A study aimed to elucidate the effect of residual biomass application on …"
Analysis Factor Affecting Financial Performance Cooperative Study KPRI Universitas Brawijaya,2023,"… on financial performance at KPRI Universitas Brawijaya.” A … financial reports from KPRI
Universitas Brawijaya for the period … income at KPRI Universitas Brawijaya are liquidity ratios and …"
combined application biochar legume residue improve growth yield sweet potato dry land area east java,2015,"Production of sweet potato in the dry land areas of East Java is low because of low levels of
soil fertility in the region. One of alternatives to improve crop production in the area is the use …"
management local area network case study assessment development information technology unit brawijaya university malang,2015,"… Universitas Brawijaya. PPTI memegang bagian vital dalam teknologi informasi di Universitas
Brawijaya … tugas untuk mengelola bisnis Universitas Brawijaya yang terkait dengan …"
possible use coal fly ash fungi improving availability p plant growth acid soil,2020,"The availability of P in acid soils may be raised through the application of phosphatesolubilizing
fungi (PSF). Coal fly ash (CFA) that has a high pH and contains a relatively high P may …"
investigation spread mercury land around waste storage pond kulon progo traditional gold mine,2021,"Article history: Received 19 April 2021 Accepted 11 May 2021 Published 1 July 2021 This
study was conducted to determine mercury contamination contained in soils in Kalirejo sub-…"
challenging divide representing former indonesian first lady ani yudhoyono online news discourse,2023,"Women in politics invariably attract heightened levels of attention due to their marked difference
to the masculine political norm. With the rise of social media and online news, political …"
role arbuscular mycorrhizal fungi intensity foot rot disease pepper plant infected soil,2017,"Pepper (Piper nigrum L.) is an important spice plant of Indonesia. In Bangka Belitung Province,
the main pepper producer, pepper has been the most commonly cultivated commodity. …"
quantitative soil quality assessment tobacco plant sindoro mountainous zone,2014,"The long-term cultivation of tobacco (Nicotiana tabacum) plant in the Sindoro mountainous
zone of Central Java has resulted in soil quality degradation that could affect economic …"
water sediment yield two catchment different land cover area,2017,"Land cover and human activities affect water yield and soil erosion-sedimentation in a
catchment. Therefore, a study to obtain information of water and sediment yields from two …"
impact brand equity towards consumer purchase intention empirical study teh botol sosro product college student faculty,2016,"… Sampel dalam penelitian ini adalah siswa di Fakultas Ekonomi dan Bisnis Universitas
Brawijaya (UB) Malang. Teknik pengambilan sampel adalah purposive sampling dengan 120 …"
effectiveness mendong plant fimbrystilis globulosa phytoremediator soil contaminated chromium industrial waste,2017,"The textile industry produces sideline output in the form of dangerous waste. The textile
industrial waste containing heavy metal, one of which is Chromium (Cr). Chromium is very …"
flavonoid glycoside compound isolated macaranga gigantifolia merr leaf,2017,"Apigenin-8-C-glycoside (1), a flavonoid glycoside compound has been isolated from the
leaves of Macaranga gigantifolia Merr. Isolation and purification was conducted by …"
management principle lake toba tourism destination local people perception,2021,"In tourism development, community participation is very important. Community participation
does not just appear but must start from the correct perception of tourism. The local …"
role biogas technology adoption forest conservation evidence ethiopia,2020,"Almost all developing countries satisfy their energy requirements from firewood. In Ethiopia
majority of the rural population relies on biomass energy sources for every energy necessities…"
management mine acid drainage constructed wetland using hyacinth plant addition organic material,2019,"Coal mining is an activity to exploit land to get coal stored underground. Environmental
problems in coal mining activities are generally associated with Acid Mine Drainage (AMD). The …"
